word,chinese,type,definition,level,has_image
configure,設定,Technology & Digital Life,to set up a computer or program so it works in a specific way,junior,1
connectivity,連線能力,Technology & Digital Life,the ability of a device to connect to the internet or other devices,junior,1
crash,當機,Technology & Digital Life,when a computer or program suddenly stops working,junior,1
cyberattack,網路攻擊,Technology & Digital Life,an attempt to damage or steal information from a computer system,junior,1
data,資料,Technology & Digital Life,information stored or processed by a computer,junior,1
developer,開發者,Technology & Digital Life,a person who creates software or applications,junior,1
device,裝置,Technology & Digital Life,"an electronic tool such as a phone, tablet, or computer",junior,1
display,顯示器,Technology & Digital Life,the screen that shows images and information on an electronic device,junior,1
ethernet,乙太網路,Technology & Digital Life,a wired connection used to link computers to a network,junior,1
file,檔案,Technology & Digital Life,a collection of data stored on a computer with a specific name,junior,1
folder,資料夾,Technology & Digital Life,a virtual container used to organize files on a computer,junior,1
format,格式,Technology & Digital Life,the way data is arranged or organized in a file,junior,1
glitch,故障,Technology & Digital Life,a small error or problem in a system or device,junior,1
graphics,圖形,Technology & Digital Life,images or visual elements created or displayed on a computer,junior,1
hacker,駭客,Technology & Digital Life,a person who breaks into computer systems without permission,junior,1
homepage,首頁,Technology & Digital Life,the main page of a website that appears first when you visit,junior,1
icon,圖示,Technology & Digital Life,a small picture on a screen that represents a program or file,junior,1
install,安裝,Technology & Digital Life,to put a program onto a computer so it is ready to use,junior,1
lag,延遲,Technology & Digital Life,a delay between an action and the response on a computer or game,junior,1
link,連結,Technology & Digital Life,a clickable text or image that takes you to another webpage,junior,1
login,登入,Technology & Digital Life,to enter your username and password to access an account,junior,1
logout,登出,Technology & Digital Life,to end your session on a website or application,junior,1
malware,惡意軟體,Technology & Digital Life,harmful software designed to damage or take control of a computer,junior,1
megabyte,百萬位元組,Technology & Digital Life,a unit of digital information equal to about one million bytes,junior,1
modem,數據機,Technology & Digital Life,a device that connects your computer to the internet through a phone or cable line,junior,1
monitor,監視器,Technology & Digital Life,a screen used to display what a computer is doing,junior,1
offline,離線的,Technology & Digital Life,not connected to the internet,junior,1
operating system,作業系統,Technology & Digital Life,"the main software that manages a computer, such as Windows or macOS",junior,1
output,輸出,Technology & Digital Life,data or results produced by a computer after processing,junior,1
phishing,網路釣魚,Technology & Digital Life,a trick using fake emails or websites to steal personal information,junior,1
processor,處理器,Technology & Digital Life,the part of a computer that carries out instructions and calculations,junior,1
profile,個人檔案,Technology & Digital Life,a page on a website or app that shows your personal information,junior,1
reboot,重新啟動,Technology & Digital Life,to turn a computer off and then on again,junior,1
resolution,解析度,Technology & Digital Life,the number of pixels on a screen that determines image clarity,junior,1
router,路由器,Technology & Digital Life,a device that sends internet data to different devices in a network,junior,1
scan,掃描,Technology & Digital Life,to use a device to read or copy an image or document into a computer,junior,1
screenshot,螢幕截圖,Technology & Digital Life,a picture of what is currently shown on a computer or phone screen,junior,1
simulate,模擬,Technology & Digital Life,to use a computer to create a model of a real situation,junior,1
spam,垃圾郵件,Technology & Digital Life,"unwanted messages sent in large amounts, usually by email",junior,1
spreadsheet,試算表,Technology & Digital Life,a computer document organized in rows and columns for managing data,junior,1
storage,儲存空間,Technology & Digital Life,the space on a device where data and files are kept,junior,1
sync,同步,Technology & Digital Life,to make data the same across multiple devices,junior,1
tab,分頁,Technology & Digital Life,a separate page within a browser window,junior,1
template,範本,Technology & Digital Life,a pre-made design or layout that you can use as a starting point,junior,1
toolbar,工具列,Technology & Digital Life,a row of buttons or icons in a program that let you perform actions,junior,1
touchscreen,觸控螢幕,Technology & Digital Life,a display that responds when you touch it with your finger,junior,1
uninstall,解除安裝,Technology & Digital Life,to remove a program from a computer,junior,1
username,使用者名稱,Technology & Digital Life,the name you choose to identify yourself on a website or app,junior,1
virtual,虛擬的,Technology & Digital Life,existing on a computer rather than in the real world,junior,1
webpage,網頁,Technology & Digital Life,a single document on the internet that you view in a browser,junior,1
widget,小工具,Technology & Digital Life,a small application on a screen that shows useful information,junior,1
wi-fi,無線網路,Technology & Digital Life,a wireless technology that allows devices to connect to the internet,junior,1
zoom,縮放,Technology & Digital Life,to make something appear closer or farther on a screen,junior,1
artificial intelligence,人工智慧,Technology & Digital Life,computer technology that can learn and make decisions like a human,junior,1
automation,自動化,Technology & Digital Life,using machines or computers to do tasks without human help,junior,1
biometric,生物辨識的,Technology & Digital Life,using body features like fingerprints or face to identify a person,junior,1
cryptocurrency,加密貨幣,Technology & Digital Life,digital money that uses encryption to keep transactions secure,junior,1
drone,無人機,Technology & Digital Life,an aircraft without a pilot that is controlled remotely,junior,1
firmware,韌體,Technology & Digital Life,permanent software built into a device's hardware,junior,1
hashtag,主題標籤,Technology & Digital Life,a word or phrase preceded by the # symbol used to tag topics online,junior,1
livestream,直播,Technology & Digital Life,video or audio broadcast in real time over the internet,junior,1
QR code,二維碼,Technology & Digital Life,a square barcode that a phone camera can scan to open a link,junior,1
wearable,穿戴式裝置,Technology & Digital Life,"a small electronic device worn on the body, like a smartwatch",junior,1
commerce,商業,Economy & Business Basics,the activity of buying and selling goods and services,junior,0
consumer,消費者,Economy & Business Basics,a person who buys and uses goods or services,junior,0
corporation,公司,Economy & Business Basics,a large business or company recognized by law,junior,0
debt,債務,Economy & Business Basics,money that is owed to someone else,junior,0
entrepreneur,企業家,Economy & Business Basics,a person who starts and runs their own business,junior,0
franchise,加盟店,Economy & Business Basics,a business that operates under another company's brand and system,junior,0
investment,投資,Economy & Business Basics,putting money into something to earn more money later,junior,0
profit,利潤,Economy & Business Basics,the money earned after subtracting costs from income,junior,0
revenue,營收,Economy & Business Basics,the total amount of money a business earns,junior,0
asset,資產,Economy & Business Basics,something valuable that a person or company owns,junior,0
bankruptcy,破產,Economy & Business Basics,a legal state when a person or business cannot pay their debts,junior,0
capital,資本,Economy & Business Basics,money or property used to start or run a business,junior,0
competition,競爭,Economy & Business Basics,the situation when businesses try to attract the same customers,junior,0
contract,合約,Economy & Business Basics,a written legal agreement between two or more parties,junior,0
deficit,赤字,Economy & Business Basics,the amount by which spending exceeds income,junior,0
finance,金融,Economy & Business Basics,"the management of money, including saving and investing",junior,0
income,收入,Economy & Business Basics,money that a person earns from work or investments,junior,0
inventory,庫存,Economy & Business Basics,the total goods a store or business has available for sale,junior,0
invoice,發票,Economy & Business Basics,a document listing goods or services provided and the amount owed,junior,0
labor,勞動力,Economy & Business Basics,"work done by people, especially physical work",junior,0
loan,貸款,Economy & Business Basics,"money borrowed that must be paid back, usually with interest",junior,0
